collection,date_text,date_qualifier,date_single,date_range_end,extent_physical,form,form_authority,form_URI,identifier,language,name 1,name_authority 1,name_authority_URI 1,name_role 1,name_role_URI 1,name 2,name_authority 2,name_role 2,name_role_URI 2,relatedItem@type=host_titlePart,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URL 2,project_title,project_url,note,note 2,record_source,repository,rights,shelf_locator,subject_geographic,subject_geographic_coordinates,subject_geographic_authority,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_name_authority,subject_name_URI 2,subject_name 3,subject_name_authority 3,subject_name_URI 3,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,title_initial_article,title_of_work,internet_media_type,digital_origin,item_type,language_of_cataloging,record_origin
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1376,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,LaFollette – offered pet coon – very torn (?) 2 days before coffee,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,Estes Kefauver stands on courthouse steps with other men including one wearing a coonskin cap,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1378,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dictate Get(?) Tour Stenotype Louise Helfin,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Louise Heflin takes dictation as Estes Kefauver talks in the backseat of a car,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1384,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,La Follette (Tenn.),http://id.loc.gov/authorities/names/n83024601,,,Estes Kefauver Image Collection,,"LaFollette—Harry Mansfield-25, Deputy Campaigner, Manager(?) at 22, Needs all 95 counters(?)",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,La Follette (Tenn.),"36.37189N, 84.12531W",http://id.loc.gov/authorities/names/n83024601,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Estes Kefauver, two men and a woman join hands in cheer in front of car",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1388,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,McMinnville (Tenn.),http://id.loc.gov/authorities/names/n96046228,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,McMinnville (Tenn.),"35.6834N, 85.76998W",http://id.loc.gov/authorities/names/n96046228,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and woman in street below banner saying McMinnville is Estes Kefauver's summer home,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1390,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver stands outside the open doors of a building holding a ham-shaped package and shaking hands with a man,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1392,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Martin,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,A ,"young woman pins a ribbon on Estes Kefauver's lapel as other, mostly young, people watch",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1400,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Nancy, 1912-1967",naf,http://id.loc.gov/authorities/names/no2008122950,,,,,,,,,Estes and Nancy Kefauver watch with two others as a man reads from a ceremonial-looking document,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1402,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver stands with small donkey and man with fake beard and rodeo-clownlike get-up while people watch in stands behind them,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1404,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Robert Cooke",,,,,,,,,,,Estes Kefauver autographs books as his father stands beside him,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1408,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and two other men explore an industrial area of a ship or plant,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1412,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Estes Kefauver and two other men at an outing carry copies of documents, possibly speeches or bill drafts",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1416,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver holds a pen and a copy of his book Crime in America as other men talk in the background,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1418,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver stands with unidentified group of men,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,3/1/1957,,1957-03-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1420,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Made Legion Aux Mtg in DC March 1957,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver at Legion Auxiliary Meeting,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1/1/1963,,1963-01-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1422,zxx,Harry S. Truman Library,naf,http://id.loc.gov/authorities/names/n79075636,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,"Senator Estes Kefauver and Dr. Philip C. Brooks near the mural, “Independence and the Opening of the West” by Thomas Hart Benton, in the lobby of the Harry S. Truman Library, Jan 1963 | Copyright Harry s. Truman library stamp",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",Public domain.,MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and Dr.Philip Brooks stand near mural in lobby of Harry Truman Presidential Library,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1426,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Nancy, 1912-1967",naf,http://id.loc.gov/authorities/names/no2008122950,,,,,,,,,"Estes and Nancy Kefauver stand with another man and woman, possibly at NATO meeting in Paris",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1428,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver signs a book for a woman at a gathering,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1444,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver signs a book for a woman at a gathering,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1449,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Oregon,http://id.loc.gov/authorities/names/n79021953,,,Estes Kefauver Image Collection,,"Back row Cliff Goodwin, Toy James, Sen Kefauver, Less Jesslin. Front Row Borden children, Princeville Oregon. Photo taken May 17, Redmund, Ore",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Oregon,"44.00013N, 120.50139W",http://id.loc.gov/authorities/names/n79021953,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,Estes Kefauver stands by plane with group including boys in coonskin caps and western shirts,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1451,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Redmond (Or.),http://id.loc.gov/authorities/names/n83205419,,,Estes Kefauver Image Collection,,"Cliff Goodwin, Tex James, Sen. Kefauver Taken May 17, Redmund, Ore",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Oregon,"44.00013N, 120.50139W",http://id.loc.gov/authorities/names/n79021953,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,"Estes Kefauver, Cliff Gordon and Tex James stand in front of plane. Kefauver holds a connskin cap in one hand and with the other holds up a picture in a newspaper next to Tex James' face.",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1457,zxx,Wootten,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Jackson (Tenn.),http://id.loc.gov/authorities/names/n82063401,,,Estes Kefauver Image Collection,,"Louise Wootten Parker. Photograph by Wootten Jackson, Tennessee",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Kefauver stands with Louise Wootten Parker,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1463,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Kefauver signs a book for two young men,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,7/29/1957,,1957-07-29,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1467,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Savannah (Tenn.),http://id.loc.gov/authorities/names/n82273698,,,Estes Kefauver Image Collection,,"Catfish Derby, Savannah, Tennessee",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Savannah (Tenn.),"35.22104N, 88.23566W",http://id.loc.gov/authorities/names/n82273698,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Kefauver, wearing a Shriner's fez, addresses crowd from building steps at Catfish Derby event in Savannah Tennessee, July 29, 1957",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1471,zxx,Hudleson Studio,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,"TV Program stamp, Hudleson Studio Onawa Iowa stamp",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Kefauver is filmed in KMTV news studios in Omaha Nebraska,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1480,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Kefauver addresses crowd as boy in Indian headdress stands near,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,9/30/1955,,1955-09-30,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1488,zxx,"Joshua, Aaron",,,Photographer,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Chowringhee Centre, Kolkata (India)",,Kolkata (India),http://id.loc.gov/authorities/names/n2012073732,Estes Kefauver Image Collection,,"Aaron Joshua, Photographer, Chowringhee Centre, Calcutta",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,India,"22N, 79E",http://id.loc.gov/authorities/names/n80125948,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Kefauver sits at small table with young woman, possibly in Calcutta",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1493,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Kefauver and another man stand in front of a naval control tower,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1497,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,A ,Victorian family stand in front of their house,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1499,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Madisonville (Tenn.),http://id.loc.gov/authorities/names/n85081939,,,Estes Kefauver Image Collection,,"Aunt, a Ms. Welsh, and Uncle AC Estes, Madisonville, circa 1910, “Old Pie” Family pony",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Madisonville (Tenn.),"35.5198N, 84.36353W",http://id.loc.gov/authorities/names/n85081939,,,,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,A ,Victorian family sit in a small horse-drawn buggy,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1908,,1908,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1501,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Left – Sen. Kefauver – age 5 years – right – brother of Sen. Kefauver – Robert Kefauver – age 7 years – Center – Senator's Sister – Nancy – and Sen.'s mother,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,"Young Estes Kefauver with mother, brother and sister",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1907,,1907,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1503,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Senator – Left – 4 Brother Robert Cooke Kefauver - 6,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Young Estes Kefauver poses on outcropping with his older brother Robert,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1923,,1923,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1505,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Hot Springs (Ark.),http://id.loc.gov/authorities/names/n82020480,,,Estes Kefauver Image Collection,,"Sister, Nancy Mother, Phredonia Kefauver; Sister Nora, Hot Springs",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Arkansas,"34.75037N, 92.50044W",http://id.loc.gov/authorities/names/n79034503,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Estes Kefauver as young man poses with sisters and mother,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1507,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Estes – Mother – Nancy – Robert,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,"Young Estes Kefauver with mother, brother and sister",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1923,,1923,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1509,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,"Mother Phredonia; Senator, 20,",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Estes Kefauver as young man poses with sisters and mother,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
